Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/make_request_requests,80975,80975,270.0,238.77646200727492,3.328333000354178,2559.0190209995853,136.0,678.2558003268381,678.2558003268381,270,280,280,290,300,310,320,330,360,1300,2600
,Aggregated,80975,80975,270.0,238.77646200727492,3.328333000354178,2559.0190209995853,136.0,678.2558003268381,678.2558003268381,270,280,280,290,300,310,320,330,360,1300,2600
